3 Phase Voltage in Volts,3 Phase Current in Amps,Poles,Frequency in Hz,Power Factor,Temperature in Celcius,% Load,Angular Velocity in rad/sec,Motor Age in Yrs,Efficiency,Reliability,Life Cycle in Yrs
422.8,7.4,3,50,0.5,20,99,101,2,84.71,Moderately,6
453.5,11.8,3,49,0.7,26,96,80,0,89.12,Moderately,8
402.7,11.7,2,49,0.5,30,106,119,1,86.36,Moderately,6
472.6,8.4,3,49,0.7,41,61,86,1,86.45,Moderately,7
434.2,9,3,50,0.6,76,58,99,2,83.88,Moderately,5
465.5,9.5,2,49,0.5,38,57,113,3,82.41,Moderately,5
408,11.8,3,50,0.5,54,68,114,3,81.38,Moderately,4
416,12.4,2,49,0.8,67,102,119,0,88.8,Moderately,8
414.3,12.6,2,50,0.6,16,70,99,3,79.97,Weekly,3
464.7,11.5,3,50,0.5,73,95,104,3,81.27,Moderately,4
454.1,10.2,3,50,0.7,42,58,114,2,84.09,Moderately,5
402.8,9.8,3,49,0.5,51,74,109,0,92,Strongly,9
446.6,7.8,2,49,0.5,12,113,119,0,92.75,Strongly,9
417.2,11.1,3,50,0.5,38,76,117,3,81.9,Moderately,4
437.9,7.9,2,50,0.5,18,80,84,0,90.83,Strongly,8
436.6,12.9,2,50,0.8,36,86,116,2,82.66,Moderately,5
437.1,10.9,3,50,0.6,18,105,108,3,81.38,Moderately,4
445.9,10.5,2,49,0.5,70,106,91,0,90.24,Strongly,8
432,8.9,3,50,0.6,70,78,97,3,82.04,Moderately,4
408.4,10.7,3,50,0.8,56,99,93,2,82.83,Moderately,5
402.2,8.7,3,49,0.6,12,76,109,3,83.01,Moderately,5
451.9,8.5,2,50,0.6,15,55,113,0,90.4,Strongly,8
478.8,9.1,2,49,0.6,59,94,96,3,81.46,Moderately,4
468.9,11.9,2,49,0.8,27,103,114,0,90.12,Strongly,8
446.4,10.5,3,49,0.5,70,64,80,2,83.44,Moderately,5
463,11.5,2,50,0.7,21,67,97,2,82.77,Moderately,5
472.8,12.4,3,49,0.5,66,96,94,2,82.71,Moderately,5
472.9,10.3,2,49,0.7,75,67,95,1,84.41,Moderately,6
463.3,10.1,3,50,0.7,33,72,118,1,86.16,Moderately,6
456.9,9.7,3,49,0.7,50,96,119,0,91.81,Strongly,9
411,9.4,2,49,0.5,30,98,116,2,83.12,Moderately,5
456.3,8.4,3,50,0.7,27,100,92,3,81.08,Moderately,4
405.7,11.9,2,50,0.5,27,54,104,3,80.35,Moderately,3
468.2,8.4,3,49,0.7,59,83,106,3,81.51,Moderately,4
453.5,7.5,2,49,0.5,61,86,96,1,85.69,Moderately,6
474.5,10.4,2,50,0.7,22,58,81,0,88.79,Moderately,8
446.8,10.1,2,49,0.7,28,73,82,1,84.29,Moderately,5
466.3,11.8,2,50,0.6,53,119,106,0,90.23,Strongly,8
413,11.2,3,50,0.6,29,71,115,2,84.14,Moderately,5
435.3,8,3,50,0.8,68,77,92,3,80.52,Moderately,4
423.2,9.8,2,49,0.6,44,119,105,1,85.95,Moderately,6
447.7,10.4,3,50,0.8,64,78,87,3,80.03,Moderately,3
441.5,11.9,3,49,0.5,56,93,113,2,83.45,Moderately,5
402,9.8,3,49,0.5,79,93,91,3,81.87,Moderately,4
425.8,11.8,3,49,0.5,66,80,93,1,86.28,Moderately,6
407.8,12.2,3,49,0.5,44,102,118,3,82.62,Moderately,5
402.1,8.2,3,49,0.8,26,86,116,3,81.46,Moderately,4
477.3,7.5,2,50,0.5,16,74,119,0,93.01,Strongly,9
468.5,9.4,3,49,0.6,45,102,109,1,86.5,Moderately,7
423,10.7,3,49,0.6,21,64,81,1,85.99,Moderately,6
440.7,10,3,50,0.8,73,107,110,1,85.13,Moderately,6
434.2,8.4,3,50,0.5,17,98,116,2,86.26,Moderately,6
446.9,12.2,3,50,0.6,11,89,88,3,81.55,Moderately,4
436.1,8.5,3,49,0.6,30,55,80,1,86.45,Moderately,7
444.7,10.3,3,50,0.8,65,90,82,2,81.73,Moderately,4
458.8,11,2,49,0.7,22,92,97,1,85.56,Moderately,6
420.2,7.1,2,49,0.8,59,118,88,1,84.5,Moderately,6
436.2,12.7,2,49,0.5,13,64,100,0,90.44,Strongly,8
435.4,8.6,2,50,0.8,33,106,97,0,90.05,Strongly,8
476.4,8.9,3,50,0.6,39,118,117,2,85.35,Moderately,6
420.8,8.3,3,50,0.5,77,84,106,1,86.61,Moderately,7
416.8,12,3,49,0.5,78,95,111,0,90.31,Strongly,8
409.3,9.6,3,49,0.5,48,105,83,2,82.69,Moderately,5
436.6,11.6,2,49,0.6,31,62,111,2,83.22,Moderately,5
447.9,12.6,3,49,0.8,18,86,89,3,80.06,Moderately,3
479.1,12.1,2,49,0.8,33,115,98,3,79.79,Weekly,3
415.2,12.8,2,49,0.8,73,92,96,3,80.45,Moderately,3
462.7,12.7,3,50,0.8,32,109,98,0,90.2,Strongly,8
438.7,7,3,49,0.8,46,110,107,0,91.8,Strongly,9
476.5,11.2,3,50,0.8,56,50,105,2,83.3,Moderately,5
431.8,8.6,3,50,0.6,60,62,103,0,90.59,Strongly,8
435.2,12.1,3,50,0.6,27,119,94,3,80.58,Moderately,4
456.3,12.8,2,49,0.7,36,116,119,3,81.22,Moderately,4
473.9,11,3,49,0.8,35,103,84,3,80.14,Moderately,3
444.1,9.3,2,50,0.7,29,110,84,1,85.39,Moderately,6
411.7,9.3,3,50,0.7,67,60,93,2,82.23,Moderately,4
409.3,8.9,3,50,0.8,49,103,111,0,90.96,Strongly,9
474.8,11,2,49,0.5,49,77,112,3,80.97,Moderately,4
447.7,12.7,2,50,0.7,43,62,92,2,82.44,Moderately,5
447.7,11.3,3,50,0.8,48,85,108,2,83.29,Moderately,5
433,7.1,2,50,0.6,19,105,113,1,87.2,Moderately,7
430.5,11.2,2,49,0.8,15,57,90,2,82.48,Moderately,5
456,11.4,2,50,0.6,24,102,111,0,89.56,Moderately,8
444,11.8,2,49,0.6,27,58,110,0,90.45,Strongly,8
473.7,7.6,2,49,0.8,61,93,82,3,79.93,Weekly,3
421.4,10.6,2,50,0.8,16,113,90,2,82.48,Moderately,5
461.1,7.6,2,49,0.6,20,96,111,0,91.77,Strongly,9
410.4,11.7,2,49,0.7,33,112,112,3,80.06,Moderately,3
448.1,11.1,3,50,0.7,74,59,99,2,82.19,Moderately,4
433.1,11.8,3,50,0.6,16,73,85,0,90.48,Strongly,8
424.5,10.4,2,49,0.7,29,50,117,3,81.44,Moderately,4
403,12.5,3,49,0.5,58,52,99,3,80.74,Moderately,4
458.1,8.5,3,49,0.7,62,75,99,0,91.24,Strongly,9
464.9,9,2,49,0.7,74,104,100,2,83,Moderately,5
442.5,8.1,3,50,0.5,23,90,96,2,85.19,Moderately,6
466.9,10.9,3,50,0.8,65,114,96,0,90.25,Strongly,8
428.5,11.1,3,50,0.6,77,104,119,1,85.76,Moderately,6
453.1,12.5,2,49,0.5,20,53,119,2,82.83,Moderately,5
472.7,9.9,2,50,0.5,33,69,110,2,83.02,Moderately,5
432.1,9.7,2,50,0.6,55,63,108,0,90.49,Strongly,8
435.5,11.6,2,50,0.5,49,97,115,2,83.5,Moderately,5
459,10.4,3,49,0.6,51,61,119,2,83.74,Moderately,5
470.6,11.5,2,50,0.7,75,110,107,0,88.96,Moderately,8
468.2,12,2,50,0.7,70,107,108,2,82.73,Moderately,5
463.7,8.1,3,50,0.6,39,108,109,2,85.19,Moderately,6
405.1,9.6,2,49,0.6,31,81,112,3,81.65,Moderately,4
455.6,9.8,3,49,0.5,20,96,93,1,87.36,Moderately,7
418.2,11.6,3,50,0.7,69,97,95,1,85.64,Moderately,6
428.6,10.1,2,49,0.5,13,108,96,3,80.68,Moderately,4
424.9,11.6,2,50,0.5,29,58,92,0,89.19,Moderately,8
470.7,12.8,3,49,0.7,29,108,107,0,89.83,Moderately,8
407.8,8.3,3,49,0.8,74,86,95,2,83.25,Moderately,5
403.2,7.7,2,49,0.8,54,56,102,2,81.95,Moderately,4
408.2,12,3,49,0.7,42,106,116,2,82.58,Moderately,5
417.7,11.2,2,50,0.5,76,61,118,0,89.66,Moderately,8
439.3,9.6,3,50,0.5,42,92,97,1,86.18,Moderately,6
479,11.2,2,50,0.5,62,66,115,0,89.98,Moderately,8
455.2,7.5,2,50,0.6,39,71,105,0,90.23,Strongly,8
420.4,9.3,2,50,0.5,32,55,93,0,90.59,Strongly,8
406.4,11.5,3,49,0.8,75,89,90,0,89.82,Moderately,8
401.2,10,3,49,0.5,32,68,80,3,80.74,Moderately,4
413.7,7.6,3,50,0.5,21,66,85,2,83.6,Moderately,5
443.7,12.3,2,49,0.6,25,98,108,2,82.1,Moderately,4
469.8,8.6,3,49,0.5,30,119,100,1,88.23,Moderately,7
451.7,9.8,3,49,0.5,23,105,114,2,84.67,Moderately,6
415.2,9.8,2,49,0.7,61,89,103,3,80.03,Moderately,3
456,10.3,3,50,0.6,49,80,80,1,84.95,Moderately,6
410.2,12.3,2,49,0.6,59,96,118,2,82.03,Moderately,4
474.6,7.6,3,49,0.6,69,98,97,0,92.03,Strongly,9
465.4,7.4,3,49,0.7,44,109,100,2,83.58,Moderately,5
400.1,11.6,3,50,0.8,46,60,103,3,80.14,Moderately,3
446,8.8,3,49,0.5,56,59,111,3,83.59,Moderately,5
446,12,3,49,0.7,31,76,88,1,84.75,Moderately,6
439.7,11.8,2,49,0.5,37,59,114,2,83.6,Moderately,5
466.5,10.3,3,49,0.5,70,62,83,2,83.68,Moderately,5
476,7.9,3,50,0.6,53,82,108,2,84.16,Moderately,5
442.5,10.2,2,49,0.6,60,95,93,1,84.57,Moderately,6
454.2,7.7,2,49,0.8,55,109,86,3,79.97,Weekly,3
469.8,12.3,3,50,0.7,24,52,119,2,84.02,Moderately,5
422.5,11.3,2,50,0.7,20,112,89,3,80.74,Moderately,4
471.7,7.7,2,49,0.8,18,62,103,3,81.65,Moderately,4
434.6,8.2,2,49,0.7,77,60,101,1,85.76,Moderately,6
432.5,10.8,2,49,0.6,48,111,114,2,82.31,Moderately,4
436.7,12.7,2,49,0.7,66,103,96,1,84.12,Moderately,5
404.2,12.9,2,50,0.7,77,60,99,3,79.54,Weekly,3
435.3,10.4,3,50,0.8,68,87,96,3,80.18,Moderately,3
479,7.7,3,49,0.8,50,62,105,2,83.31,Moderately,5
460,9.4,2,49,0.8,16,82,118,0,89.71,Moderately,8
475.8,8.6,3,49,0.5,52,116,107,2,84.63,Moderately,6
440.7,10.7,3,50,0.6,66,84,90,3,80.49,Moderately,4
414.9,11.4,2,50,0.5,52,105,82,1,84.33,Moderately,5
462.7,10.8,3,49,0.6,28,61,87,0,90.85,Strongly,8
461.8,11.7,3,50,0.7,59,82,98,2,83.2,Moderately,5
404.8,7.8,2,50,0.8,24,68,111,2,83.26,Moderately,5
405.5,12.4,3,49,0.8,40,79,106,2,83.01,Moderately,5
473.6,7.9,3,50,0.8,45,64,116,0,91.98,Strongly,9
420.4,9.8,2,49,0.5,50,53,118,1,85.71,Moderately,6
430.1,7.7,2,49,0.6,78,96,110,2,83.7,Moderately,5
448.6,10.2,3,50,0.8,49,79,97,1,85.9,Moderately,6
423.8,11.2,3,50,0.7,40,99,119,1,86.6,Moderately,7
404.9,11.9,3,50,0.5,33,64,100,3,82,Moderately,4
460.7,9,2,49,0.5,48,118,99,1,85.49,Moderately,6
432.6,12.3,2,50,0.6,72,110,95,1,85.25,Moderately,6
476.8,8.7,3,50,0.8,49,115,103,1,85.56,Moderately,6
409.1,7.4,2,50,0.8,63,86,92,0,88.93,Moderately,8
458.4,12.9,2,50,0.7,15,61,103,1,84.44,Moderately,6
475.3,11.8,3,49,0.5,63,108,107,1,87.13,Moderately,7
408.8,11.5,3,50,0.5,28,75,82,1,85.07,Moderately,6
451.1,11.2,2,50,0.5,17,69,99,1,86.11,Moderately,6
478.1,7.6,3,49,0.8,12,91,113,1,86.91,Moderately,7
446.9,8.6,2,50,0.6,57,93,118,1,85.59,Moderately,6
406.6,10,3,50,0.5,17,67,92,0,91.43,Strongly,9
438.5,8.2,3,49,0.8,45,54,90,1,86.15,Moderately,6
423.9,12.7,3,49,0.8,58,101,99,0,89,Moderately,8
452.1,8.4,2,50,0.5,24,98,106,0,90.6,Strongly,8
423.3,10.9,2,50,0.6,69,103,119,3,80.39,Moderately,3
419,11.2,3,50,0.7,37,117,80,0,89.98,Moderately,8
471,8.2,3,50,0.7,58,80,117,2,84.83,Moderately,6
441.6,7,3,49,0.5,73,62,83,2,83.54,Moderately,5
401.6,7,3,49,0.5,49,76,102,0,91.95,Strongly,9
428.1,7.8,3,49,0.5,59,59,95,2,84.84,Moderately,6
465.7,9,2,49,0.8,47,101,105,3,80.23,Moderately,3
478.7,7.6,2,50,0.5,36,62,102,2,83.45,Moderately,5
476.3,9,3,50,0.5,43,76,82,2,84.16,Moderately,5
453.8,9.6,3,49,0.8,11,93,119,2,84.46,Moderately,6
457.4,12.6,3,50,0.6,41,50,112,2,82.89,Moderately,5
428.1,11.7,2,50,0.6,72,103,85,3,79.64,Weekly,3
423.4,7.7,3,49,0.5,15,97,91,1,87.91,Moderately,7
431.8,8.6,2,50,0.8,51,56,85,1,85.22,Moderately,6
464.6,10,3,50,0.5,50,73,94,2,83.27,Moderately,5
452.4,12.4,3,50,0.7,31,68,87,1,84.64,Moderately,6
470.6,12.4,3,50,0.7,54,60,86,2,81.87,Moderately,4
459.6,10.6,3,49,0.6,79,68,109,2,83.03,Moderately,5
472.3,9.6,2,50,0.6,40,81,116,2,83.79,Moderately,5
450.1,12.2,2,49,0.8,11,80,85,2,82.37,Moderately,5
412.7,10.8,3,49,0.8,12,89,100,1,86,Moderately,6
464.9,8.2,2,50,0.8,61,119,118,2,83.39,Moderately,5
469.7,7.8,2,49,0.6,22,82,98,3,82.05,Moderately,4
471.4,11.5,2,50,0.6,72,83,118,1,85.97,Moderately,6
448.6,7.8,3,50,0.7,29,91,82,1,85.37,Moderately,6
434.2,9.7,3,50,0.7,60,67,88,3,81.34,Moderately,4
440.7,12.7,3,49,0.7,70,83,85,1,85.39,Moderately,6
440,8,2,50,0.8,78,60,100,1,84.53,Moderately,6
415.2,10.1,3,50,0.6,64,82,99,1,86.31,Moderately,6
431.1,9.5,3,50,0.5,12,111,98,1,87.53,Moderately,7
403.2,8.8,3,50,0.7,17,107,119,0,90.97,Strongly,9
409.3,11.8,3,50,0.8,73,112,91,3,79.81,Weekly,3
444.1,7.5,3,49,0.5,53,70,103,3,82.79,Moderately,5
458.6,11.1,3,50,0.6,19,85,89,1,85.31,Moderately,6
411.9,11.8,2,50,0.8,75,84,88,0,88.32,Moderately,7
477.6,8.6,3,49,0.8,56,106,99,0,91.02,Strongly,9
474.5,9.1,3,49,0.8,33,119,106,2,83.01,Moderately,5
449.9,7.7,3,50,0.6,46,55,106,0,91.42,Strongly,9
430.7,12,3,50,0.8,42,101,105,3,80.27,Moderately,3
454.2,8.2,2,49,0.5,56,50,94,0,89.98,Moderately,8
444.4,7.7,2,50,0.7,19,52,81,3,80.13,Moderately,3
431.8,11.6,2,50,0.6,62,72,89,0,89.73,Moderately,8
415.2,11.1,2,49,0.6,19,98,96,2,82.91,Moderately,5
472.7,11.4,3,49,0.8,38,53,117,3,80.97,Moderately,4
456.4,7.3,2,50,0.7,50,87,105,2,83.56,Moderately,5
413.4,12.2,3,49,0.5,69,83,93,0,90.66,Strongly,8
467.5,8.8,3,49,0.6,46,80,107,1,86.61,Moderately,7
412.7,10,2,50,0.6,13,101,108,0,90.61,Strongly,8
443.3,10.2,2,50,0.7,15,110,90,1,84.45,Moderately,6
417,9.9,3,49,0.5,34,60,119,1,87.22,Moderately,7
444.8,7,2,50,0.8,70,100,93,0,89.13,Moderately,8
405.2,7.3,3,49,0.5,39,79,117,1,88.3,Moderately,7
449.7,7.3,3,50,0.6,78,96,86,0,91.28,Strongly,9
418.1,12.7,2,50,0.8,57,87,115,0,89.71,Moderately,8
465.1,9.2,3,50,0.5,32,105,110,1,88.35,Moderately,7
432.4,10.5,2,49,0.8,79,113,110,0,89.86,Moderately,8
403.8,10.5,2,49,0.8,54,58,88,1,85.01,Moderately,6
454.1,8.1,2,50,0.8,37,52,97,1,84.68,Moderately,6
437.7,8.6,2,49,0.6,78,53,91,3,80.18,Moderately,3
477.1,8.5,2,50,0.6,54,59,80,0,90.14,Strongly,8
477.5,12.2,3,50,0.5,22,67,115,2,83.97,Moderately,5
413.9,11,2,49,0.6,44,83,111,3,81.33,Moderately,4
421.3,9.5,2,50,0.7,72,79,111,1,85.67,Moderately,6
427.1,8.7,3,49,0.6,36,81,86,1,86.53,Moderately,7
470.7,10.5,3,49,0.6,50,109,80,1,85.02,Moderately,6
412.7,11,2,50,0.7,24,62,103,3,79.98,Weekly,3
401.6,8.3,3,50,0.7,65,60,116,2,83.19,Moderately,5
443.8,12.2,3,49,0.5,77,71,107,1,86.72,Moderately,7
431.8,12.1,2,49,0.7,16,111,119,2,82.14,Moderately,4
473.9,9,3,49,0.7,35,97,110,2,83.57,Moderately,5
471.4,12.2,3,49,0.7,14,111,81,0,90.23,Strongly,8
459.4,11.7,3,49,0.7,59,87,110,2,83.6,Moderately,5
420.9,12.4,3,49,0.8,49,91,113,2,83.19,Moderately,5
428.7,7.4,3,50,0.7,77,102,111,0,90.76,Strongly,8
407.2,11.5,3,49,0.5,28,67,90,1,86.4,Moderately,6
434.4,11.4,3,49,0.6,38,79,105,1,85.6,Moderately,6
442.9,8.4,2,49,0.7,36,69,82,2,82.79,Moderately,5
454.8,8.6,3,49,0.7,37,74,100,0,91.45,Strongly,9
418.2,10.5,3,50,0.7,57,53,102,3,80.53,Moderately,4
406.9,11.9,2,50,0.5,29,106,92,1,84.57,Moderately,6
417.1,12.8,2,49,0.5,49,58,91,0,88.92,Moderately,8
413.4,9.7,3,49,0.5,23,101,103,0,92.15,Strongly,9
412.1,11.7,2,50,0.8,10,61,96,3,79.68,Weekly,3
464.8,9,2,50,0.7,60,94,111,2,83.29,Moderately,5
456.9,12.2,2,49,0.5,29,60,86,2,82.9,Moderately,5
413.3,11.1,2,49,0.8,25,73,94,2,81.48,Moderately,4
473,8.5,3,50,0.5,18,71,115,3,83.66,Moderately,5
432.8,11,3,49,0.6,15,58,88,2,83.53,Moderately,5
475.7,12.8,2,49,0.6,37,103,92,1,85.43,Moderately,6
439.4,11.1,3,49,0.8,11,73,112,2,82.73,Moderately,5
463.2,7.1,3,49,0.6,64,74,112,0,93.15,Strongly,9
471.8,11.4,3,50,0.5,57,71,99,3,81.27,Moderately,4
457.8,12.3,2,49,0.5,71,107,115,0,89.67,Moderately,8
438.9,12.4,2,49,0.7,16,117,116,1,85.76,Moderately,6
424,8.3,3,50,0.5,60,58,112,3,83.51,Moderately,5
457.3,7.2,3,49,0.6,38,108,99,0,91.57,Strongly,9
442.8,7.8,3,49,0.5,69,108,96,0,92.29,Strongly,9
470.2,11.8,2,50,0.6,45,69,107,0,90.31,Strongly,8
456,12,2,49,0.8,30,57,106,0,88.88,Moderately,8
415.2,8.3,3,50,0.5,30,72,94,3,81.85,Moderately,4
477.6,7.1,3,49,0.5,18,108,108,2,86.21,Moderately,6
472.2,11.3,2,50,0.5,18,71,93,3,81.47,Moderately,4
439.2,7.2,2,50,0.8,15,93,92,3,81.31,Moderately,4
410.3,9.6,2,49,0.6,71,107,119,0,90.69,Strongly,8
444.8,11.1,2,49,0.5,52,65,81,1,85.48,Moderately,6
403.1,11.6,3,50,0.7,74,52,85,2,82.65,Moderately,5
457.1,12,3,50,0.8,49,100,114,0,89.62,Moderately,8
452.2,9,3,49,0.5,58,86,82,1,85.71,Moderately,6
413.9,9.6,3,49,0.5,59,68,93,2,83.03,Moderately,5
428.8,9.6,2,50,0.6,54,70,104,1,85.87,Moderately,6
428.5,9.9,3,50,0.5,65,64,96,0,91.34,Strongly,9
400.7,12.7,2,49,0.7,15,79,108,1,85.42,Moderately,6
472.2,10.6,2,50,0.5,65,55,111,1,86.37,Moderately,6
430.1,11.1,2,49,0.6,66,105,119,3,80.46,Moderately,4
450.1,8.9,3,49,0.6,55,114,83,3,81.8,Moderately,4
421.8,8.3,2,50,0.7,75,55,95,3,81.02,Moderately,4
457.5,10,2,49,0.6,37,100,109,1,86.23,Moderately,6
443.7,11.4,2,49,0.8,10,106,97,2,82.64,Moderately,5
430.5,9.8,3,49,0.5,79,63,86,3,80.84,Moderately,4
463.3,11.2,3,50,0.6,71,89,112,3,81.17,Moderately,4
401,8.8,3,50,0.8,14,93,96,2,83.44,Moderately,5
406.7,7.2,2,49,0.6,58,81,81,2,82.99,Moderately,5
455.5,9.5,2,49,0.6,62,69,83,2,81.78,Moderately,4
453.6,12.1,2,50,0.8,59,53,119,0,89.94,Moderately,8
426.8,9.9,2,49,0.5,72,79,92,1,85.77,Moderately,6
439.1,11.5,3,50,0.6,59,107,99,3,81.65,Moderately,4
439.9,10.5,3,49,0.7,24,101,89,0,90.56,Strongly,8
414.3,7.7,3,49,0.8,30,63,90,0,89.81,Moderately,8
426.8,9.8,3,49,0.8,21,73,109,2,82.77,Moderately,5
446.7,9.6,3,49,0.6,38,80,97,3,81.25,Moderately,4
476.8,9.9,3,49,0.6,75,100,94,0,91.05,Strongly,9
472.4,9.7,3,49,0.6,44,116,115,0,91.35,Strongly,9
432.5,7.2,2,49,0.6,76,105,111,0,91.22,Strongly,9
450.4,12,3,50,0.8,47,52,109,0,89.46,Moderately,8
457.9,9.6,3,49,0.5,49,55,118,1,88.48,Moderately,7
412.4,11.5,2,50,0.7,40,74,90,1,85.12,Moderately,6
402.4,7.6,3,49,0.7,22,73,90,0,91.17,Strongly,9
426.8,9.9,2,49,0.7,12,81,98,3,80.17,Moderately,3
438.5,7.5,3,50,0.5,78,74,87,2,83.38,Moderately,5
473.9,11.2,2,49,0.7,49,85,96,0,88.93,Moderately,8
458,7.8,3,49,0.5,50,74,106,1,88.65,Moderately,8
441.8,8.9,2,50,0.6,26,61,87,0,90.28,Strongly,8
442.2,11.2,3,49,0.6,62,97,87,0,89.45,Moderately,8
453.1,9.8,2,50,0.7,26,72,82,1,85.32,Moderately,6
415.8,12.3,3,49,0.5,30,68,97,2,83.8,Moderately,5
402,10.9,3,49,0.5,47,69,86,0,89.75,Moderately,8
423.9,12,2,49,0.6,78,102,100,1,84.36,Moderately,6
450.3,7.7,3,50,0.7,22,95,111,0,91.4,Strongly,9
431.8,12,3,50,0.8,27,62,84,3,80.89,Moderately,4
456.6,10.8,2,49,0.6,31,112,98,1,85.8,Moderately,6
406.9,7.4,3,50,0.8,71,84,108,2,83.85,Moderately,5
410.5,12.5,3,49,0.8,49,61,90,0,88.82,Moderately,8
455.2,9.5,2,49,0.5,34,117,85,3,81.45,Moderately,4
430.3,10.6,2,49,0.6,29,111,97,1,85.72,Moderately,6
410.2,11.9,3,49,0.5,14,51,104,0,90.59,Strongly,8
412.9,8.5,2,50,0.7,28,102,86,3,79.96,Weekly,3
407,8.2,3,49,0.6,25,109,113,0,92.56,Strongly,9
430.2,12.7,3,49,0.6,58,112,115,3,81.96,Moderately,4
420.7,10.8,2,49,0.5,75,110,103,0,89.39,Moderately,8
409.5,12.3,2,50,0.7,55,110,86,2,81.26,Moderately,4
464.3,12.9,2,50,0.5,41,81,90,0,89.04,Moderately,8
410.3,11.8,3,50,0.7,35,106,110,0,89.69,Moderately,8
430.5,12.9,3,50,0.6,29,84,80,0,90.08,Strongly,8
446.5,12.5,2,50,0.8,72,77,105,2,82.42,Moderately,5
403.6,8.3,2,49,0.5,23,80,87,1,86.14,Moderately,6
401.1,12.2,3,50,0.8,28,98,86,0,89.79,Moderately,8
405.8,8.3,3,49,0.7,10,65,100,0,91.49,Strongly,9
431.6,8.1,3,50,0.5,27,106,80,1,85.98,Moderately,6
445.8,8.1,3,49,0.6,72,63,115,3,83.25,Moderately,5
464.4,12.7,2,50,0.5,59,70,89,2,81.76,Moderately,4
425,10.1,3,49,0.7,33,95,101,1,85.37,Moderately,6
416.4,9.9,2,49,0.8,10,113,80,2,82.43,Moderately,5
475.3,10.9,2,49,0.7,79,104,105,0,90.04,Strongly,8
453.4,9.2,2,50,0.7,59,84,104,1,84.75,Moderately,6
402.9,8.6,2,50,0.5,72,78,93,1,84.9,Moderately,6
476.3,9.4,3,49,0.7,35,50,81,3,80.55,Moderately,4
441.9,9.8,3,50,0.8,41,98,104,3,81.66,Moderately,4
473.5,7.6,2,50,0.6,70,65,87,3,81.4,Moderately,4
462.9,11.9,2,50,0.7,21,103,111,2,82.01,Moderately,4
417.5,9.3,2,50,0.7,27,87,104,2,83.05,Moderately,5
403.7,11.6,2,50,0.8,26,53,84,1,84.92,Moderately,6
424,7,2,49,0.8,24,105,96,3,80.39,Moderately,3
435.7,12.5,3,50,0.6,44,108,99,2,82.37,Moderately,5
417.4,10.6,3,49,0.5,49,70,114,1,86.52,Moderately,7
475.3,12.6,3,49,0.5,12,103,118,0,92.65,Strongly,9
400.7,9.3,3,49,0.8,49,115,98,2,83.23,Moderately,5
429.8,12.6,2,49,0.6,66,101,118,3,80.22,Moderately,3
432.2,9.1,3,50,0.5,35,119,116,2,84.61,Moderately,6
474.6,8.9,3,50,0.5,30,74,105,0,92.95,Strongly,9
433.9,7.1,2,49,0.5,22,78,113,1,87.91,Moderately,7
410.3,7.2,2,49,0.8,69,50,115,2,82.34,Moderately,4
424.6,9.8,3,49,0.8,59,110,112,2,83.58,Moderately,5
436.2,11.2,2,50,0.6,47,102,91,3,80.9,Moderately,4
441.6,10.2,2,50,0.6,26,86,102,0,90.45,Strongly,8
437.1,7.5,3,49,0.6,16,90,102,2,85.28,Moderately,6
427,12.5,2,49,0.8,48,73,118,2,82.7,Moderately,5
434.3,12.1,2,49,0.5,13,68,112,0,90.91,Strongly,9
444.6,11.9,2,50,0.7,54,112,115,1,84.58,Moderately,6
428.8,10.6,2,50,0.5,53,115,118,1,85.46,Moderately,6
459.3,10.6,2,50,0.7,73,71,87,2,81.48,Moderately,4
425.8,8.9,2,50,0.8,57,88,112,2,81.97,Moderately,4
410.7,8.1,2,49,0.7,14,112,102,2,82.35,Moderately,4
429.1,7,2,49,0.7,64,70,89,1,84.76,Moderately,6
471.2,11.8,2,50,0.5,37,74,94,2,83.12,Moderately,5
457.9,10.3,3,49,0.5,74,106,102,1,87.11,Moderately,7
419.9,9,3,49,0.8,37,101,104,2,82.64,Moderately,5
446.3,8.3,3,50,0.7,70,115,119,1,86.34,Moderately,6
415.6,12.2,3,50,0.6,69,104,113,1,86.31,Moderately,6
410.5,9.5,2,50,0.7,55,93,86,0,88.69,Moderately,8
435.1,11.3,3,49,0.8,60,95,92,3,81.04,Moderately,4
453.6,7.5,3,50,0.6,17,82,105,1,87.25,Moderately,7
468.3,9.8,3,50,0.7,79,99,87,1,84.85,Moderately,6
441.3,9.3,2,49,0.7,40,78,92,2,81.84,Moderately,4
451,7.9,3,50,0.8,38,96,104,2,84.05,Moderately,5
430.2,12.3,2,50,0.5,63,111,88,1,84.37,Moderately,6
432.3,7.9,2,49,0.7,39,54,114,0,90.97,Strongly,9
479.5,7.3,3,49,0.6,34,92,109,2,85.95,Moderately,6
419.4,9.8,3,50,0.6,28,65,101,2,84.02,Moderately,5
437.4,11.7,3,50,0.8,72,65,81,3,80.71,Moderately,4
426.9,12.2,3,50,0.5,47,108,106,2,83,Moderately,5
433.4,8,3,50,0.5,10,63,80,3,81.62,Moderately,4
454.9,7.9,3,49,0.8,61,87,89,1,85.17,Moderately,6
414.6,12.8,3,50,0.8,58,59,85,0,89.64,Moderately,8
452.4,11.2,2,49,0.8,21,81,106,1,85.51,Moderately,6
435.5,11.9,2,49,0.5,39,109,97,3,81.28,Moderately,4
428.9,10.2,3,50,0.8,76,83,93,1,84.59,Moderately,6
